"Keyword Phrase","Keyword Sales","Cerebro IQ Score","Search Volume","Search Volume Trend","H10 PPC Sugg. Bid","H10 PPC Sugg. Min Bid","H10 PPC Sugg. Max Bid","Sponsored ASINs","Competing Products","Organic","Sponsored Product","Amazon Recommended","Amazon Choice","Highly Rated","Sponsored Brand Header","Sponsored Brand Video","Top Rated From Our Brand","Trending Now","Amazon Rec. Rank","Sponsored Rank","Organic Rank"
"anker 3 port usb c charger","-",87,37,-6,,,,98,426,1,0,0,0,0,0,0,0,0,"-","-",144
"magnetic magsafe charger","-",21,208,-10,,,,289,10000,1,0,0,0,0,0,0,0,0,"-","-",144
"stand charger for iphone and watch",9,48,480,7,1.35,0.91,1.66,329,10000,1,0,0,0,0,0,0,0,0,"-","-",144
"desk charger station iphone",20,167,500,-2,1.42,0.97,1.9,351,3000,1,0,0,0,0,0,0,0,0,"-","-",144
"magsafe charger stand for desk","-",205,205,-26,,,,280,1000,1,0,0,0,0,0,0,0,0,"-","-",144
"iphone charging cable anker","-",45,90,-36,1.46,1.32,2.18,112,2000,1,0,0,0,0,0,0,0,0,"-","-",145
"apple charger watch",21,41,414,-9,1.13,0.8,1.53,375,10000,1,0,0,0,0,0,0,0,0,"-","-",145
"anker zolo",224,59966,8875,23,1.36,1.12,1.63,292,148,1,0,0,0,0,0,0,0,0,"-","-",145
"cargador belkin","-",770,392,2,1.36,0.9,1.37,276,509,1,0,0,0,0,0,0,0,0,"-","-",145
"apple watch charger base","-",42,127,2,,,,109,3000,1,0,0,0,0,0,0,0,0,"-","-",145
"ankler charger","-",63,252,4,,,,398,4000,1,1,0,0,0,0,0,0,0,"-",13,145
"portable qi fast charger","-",224,224,40,,,,143,1000,1,0,0,0,0,0,0,0,0,"-","-",145
"charger for airpods",7,36,328,-9,,,,261,9000,1,0,0,0,0,0,0,0,0,"-","-",145
"wireleaa","-",1,267,-7,,,,407,200000,1,0,0,0,0,0,0,0,0,"-","-",145
"anker ear bud","-",95,67,-23,2.06,1.62,2.78,140,708,1,0,0,0,0,0,0,0,0,"-","-",145
"whirless charger","-",2,182,-17,,,,418,100000,1,0,0,0,0,1,0,0,0,"-","-",145
"anker magnetic battery pack","-",87,63,41,1.44,1.08,1.78,51,724,1,0,0,0,0,0,0,0,0,"-","-",145
"apple watch ultra 2 charger stand",9,423,423,10,0.99,0.86,1.26,256,1000,1,0,0,0,0,0,0,0,0,"-","-",145
"iphone 16 charging station",133,836,2509,-4,1.3,0.91,1.9,589,3000,1,0,1,0,0,0,0,0,0,37,"-",145
"apple airpods dock","-","-",0,"-",,,,178,2000,1,0,0,0,0,0,0,0,0,"-","-",146
"charger station",252,278,8350,1,1.19,0.83,1.88,733,30000,1,0,1,0,0,0,0,0,0,46,"-",146
"iphone magnetic charger cord","-",16,48,"-",1.33,1.05,1.7,97,3000,1,0,0,0,0,0,0,0,0,"-","-",146
"phones wireless","-",0,13,-5,1.1,0.73,1.2,120,100000,1,0,0,0,0,0,0,0,0,"-","-",146
"phone watches","-",2,221,-3,,,,292,100000,1,0,0,0,0,0,0,0,0,"-","-",146
"iphone watch charging stand","-",1,61,38,1.62,1.15,1.84,127,50000,1,0,0,0,0,0,0,0,0,"-","-",146
"desk pad with charger","-",201,201,4,,,,135,1000,1,0,0,0,0,0,0,0,0,"-","-",146
"apple battery magsafe","-",23,90,-51,,,,97,4000,1,0,0,0,0,0,0,0,0,"-","-",146
"iphone 13 pro charging station","-","-",0,"-",,,,172,5000,1,0,0,0,0,0,0,0,0,"-","-",146
"anker power bank magnetic",34,1994,939,29,1.65,1.12,1.76,298,471,1,0,0,0,0,0,0,0,0,"-","-",146
"magsafe strap",10,489,489,4,0.58,0.54,0.69,248,1000,1,0,0,0,0,0,0,0,0,"-","-",146
"magsafe power bank apple","-",142,142,-36,1.11,0.9,1.31,165,1000,1,0,0,0,0,0,0,0,0,"-","-",146
"iphone 16 wireless charger fast charging",41,124,871,6,1.41,0.87,1.87,398,7000,1,0,0,0,0,0,0,0,0,"-","-",146
"iphone 16 pro magnetic charger",27,119,593,21,1.3,0.86,1.74,330,5000,1,0,0,0,0,0,0,0,0,"-","-",146
"mag safe battery bank","-",163,126,-12,,,,106,775,1,0,0,0,0,0,0,0,0,"-","-",146
"battery pack mag safe","-",51,205,-21,,,,293,4000,1,0,0,0,0,0,0,0,0,"-","-",146
"wireless power bank iphone","-",4,22,-48,,,,105,6000,1,0,0,0,0,0,0,0,0,"-","-",147
"anker iphone charger cable",30,296,591,-14,1.25,1.08,1.44,203,2000,1,0,0,0,0,0,0,0,0,"-","-",147
"apple watch iphone charger stand","-",2,84,-8,,,,206,40000,1,0,0,0,0,0,0,0,0,"-","-",147
"anker small portable charger","-",61,242,-9,,,,201,4000,1,0,0,0,0,0,0,0,0,"-","-",147
"charger for apple watch",143,222,2217,"-",1.84,1.03,1.99,674,10000,1,0,0,0,0,0,0,0,0,"-","-",147
"travel iphone stand","-",34,275,30,,,,365,8000,1,0,0,0,0,0,0,0,0,"-","-",147
"powerbank wireless charging","-","-",0,"-",,,,278,10000,1,0,0,0,0,0,0,0,0,"-","-",147
"apple watch phone charging stand","-",3,131,-23,,,,239,50000,1,0,0,0,0,0,0,0,0,"-","-",147
"wireless iphone chargers","-",8,314,7,1.96,1.69,2.22,236,40000,1,0,0,0,0,1,0,0,0,"-","-",147
"i phone watch",10,22,871,4,1.27,0.96,1.5,422,40000,1,0,0,0,0,0,0,0,0,"-","-",147
"mag safe usbc","-","-",0,"-",,,,166,2000,1,0,0,0,0,0,0,0,0,"-","-",147
"long apple watch charging cable","-",300,300,76,,,,227,1000,1,0,0,0,0,0,0,0,0,"-","-",147
"charging station for power tools","-",17,100,-13,,,,93,6000,1,0,0,0,0,0,0,0,0,"-","-",147
"wireless charger and watch stand","-",5,248,-18,,,,291,50000,1,0,0,0,0,0,0,0,0,"-","-",147
"wireless iphone charger magnetic","-","-",0,"-",,,,202,10000,1,0,0,0,0,0,0,0,0,"-","-",147
"charging stand for apple products","-","-",0,"-",,,,152,10000,1,0,0,0,0,0,0,0,0,"-","-",147
"apple mag safe. charger portable for iphone","-",168,335,12,,,,295,2000,1,0,0,0,0,0,0,0,0,"-","-",147
"usb c magsafe 3 cable",10,311,311,109,,,,148,1000,1,0,0,0,0,0,0,0,0,"-","-",147
"iphone magsafe stand charger",9,33,327,29,1.27,0.85,1.58,360,10000,1,0,0,0,0,0,0,0,0,"-","-",147
"iphone 16 charging stand",27,84,589,10,1.64,1.18,1.91,392,7000,1,0,0,0,0,0,0,0,0,"-","-",147
"airpods pro max buds","-",390,210,-2,,,,199,538,1,0,0,0,0,0,0,0,0,"-","-",147
"wireless charger portable",26,40,1213,17,1.44,0.92,1.57,431,30000,1,0,0,0,0,0,0,0,0,"-","-",148
"phone charger wireless iphone","-",8,302,6,,,,322,40000,1,0,0,0,0,0,0,0,0,"-","-",148
"airpods charger case",8,96,384,-11,1.24,0.87,1.69,261,4000,1,0,0,0,0,0,0,0,0,"-","-",148
"phone stand and charger",1,13,383,9,1.21,0.79,1.53,290,30000,1,0,0,0,0,0,0,0,0,"-","-",148
"best portable iphone charger","-",18,184,-22,1.5,1.22,1.98,287,10000,1,0,0,0,0,0,0,0,0,"-","-",148
"multi device charger station",10,64,321,25,1.87,1.23,1.99,320,5000,1,0,0,0,0,0,0,0,0,"-","-",148
"anker portable charger usbc","-",188,188,-21,,,,237,1000,1,0,0,0,0,0,0,0,0,"-","-",148
"magsafe charging cable",7,66,395,11,,,,316,6000,1,0,0,0,0,0,0,0,0,"-","-",148
"anker fast charging power bank",4,303,303,16,,,,319,1000,1,0,0,0,0,0,0,0,0,"-","-",148
"cordless phone charger iphone","-","-",0,"-",,,,192,40000,1,0,0,0,0,0,0,0,0,"-","-",148
"apple watch charger usbc",28,162,485,2,1.48,1.13,1.83,285,3000,1,0,0,0,0,0,0,0,0,"-","-",148
"iphone airpods pro",4,53,427,1,1.67,1.21,1.75,256,8000,1,0,0,0,0,0,0,0,0,"-","-",148
"anker power port iii",6,384,384,5,1.24,1.03,1.56,139,1000,1,0,0,0,0,0,0,0,0,"-","-",148
"iphone 13 charger magnetic","-",2,17,-50,,,,154,9000,1,0,0,0,0,0,0,0,0,"-","-",148
"power travel charger","-",1,99,-19,1.55,1.04,1.78,206,100000,1,0,0,0,0,0,0,0,0,"-","-",148
"iphone 15 pro dock","-",110,219,-3,,,,262,2000,1,0,0,0,0,0,0,0,0,"-","-",148
"iphone 15 charger 3 pack","-",5,52,10,,,,92,10000,1,0,0,0,0,0,0,0,0,"-","-",148
"super fast charging station","-",16,115,13,,,,125,7000,1,0,0,0,0,0,0,0,0,"-","-",148
"wireless phone chargers iphone fast charging","-",12,237,83,,,,111,20000,1,0,0,0,0,0,0,0,0,"-","-",148
"apple watch portable charger fast charging",24,368,736,20,1.42,1.09,1.68,320,2000,1,0,0,0,0,0,0,0,0,"-","-",148
"mag safe battery charger","-",48,96,-36,,,,204,2000,1,0,0,0,0,0,0,0,0,"-","-",148
"travel stand for phone","-",11,214,-33,0.86,0.66,1.07,387,20000,1,0,0,0,0,0,0,0,0,"-","-",148
"apple airpods max charging stand","-",109,109,-52,,,,177,1000,1,0,0,0,0,0,0,0,0,"-","-",148
"apple airpods chargers","-",19,191,-16,,,,220,10000,1,0,0,0,0,0,0,0,0,"-","-",148
"power pack",65,25,2509,3,1.41,1.06,2.02,685,100000,1,0,0,0,0,0,0,0,0,"-","-",149
"wireless power bank charger","-",3,143,-24,,,,252,50000,1,0,0,0,0,0,0,0,0,"-","-",149
"iphone 3 pack charger","-",2,70,-27,1.61,1.36,1.74,102,40000,1,0,0,0,0,0,0,0,0,"-","-",149
"15 phone","-",0,15,-42,0.95,0.86,1.41,94,100000,1,0,0,0,0,0,0,0,0,"-","-",149
"apple airpods charging","-",9,93,-22,,,,78,10000,1,0,0,0,0,0,0,0,0,"-","-",149
"macbook pro portable charger","-",53,210,4,2.35,1.65,2.53,243,4000,1,0,0,0,0,0,0,0,0,"-","-",149
"phone charger and stand","-",5,139,-10,,,,120,30000,1,0,0,0,0,0,0,0,0,"-","-",149
"best power station","-",2,122,-21,,,,178,60000,1,0,0,0,0,0,0,0,0,"-","-",149
"iphone portable wireless charger","-",5,48,-66,1.67,1.15,2.14,168,9000,1,0,0,0,0,0,0,0,0,"-","-",149
"iphone charger with apple watch charger",9,40,401,5,1.32,1.02,1.87,259,10000,1,0,0,0,0,0,0,0,0,"-","-",149
"morphi portable charger","-",485,331,88,,,,101,682,1,0,0,0,0,0,0,0,0,"-","-",149
"iphone standby mode stand",1,634,332,13,1.45,0.94,1.77,275,524,1,0,0,0,0,0,0,0,0,"-","-",149
"mag ease charger","-",34,67,-27,,,,141,2000,1,0,0,0,0,0,0,0,0,"-","-",149
"iphone 15 pro max magsafe charger",10,86,428,1,1.18,0.9,1.48,266,5000,1,0,0,0,0,0,0,0,0,"-","-",149
"magnetic charging stand for iphone",10,29,285,58,,,,292,10000,1,0,0,0,0,0,0,0,0,"-","-",149
"amazon wireless iphone charger","-",3,151,29,,,,74,50000,1,0,0,0,0,0,0,0,0,"-","-",149
"wireless fast charge mobile phone stand","-",9,46,-40,,,,138,5000,1,0,0,0,0,0,0,0,0,"-","-",149
"best portable chargers iphone",25,166,1659,-37,1.68,1.32,2.22,441,10000,1,0,0,0,0,0,0,0,0,"-","-",149
"apple airpod strap","-",241,195,143,,,,140,808,1,0,0,0,0,0,0,0,0,"-","-",150
"wireless phone chargers",16,6,500,-56,1.27,0.85,1.88,485,80000,1,0,0,0,0,0,0,0,0,"-","-",150
"iphone 3 charger",31,25,496,-1,1.38,1.09,1.9,309,20000,1,0,0,0,0,0,0,0,0,"-","-",150
"iphone magnet charger",14,66,662,13,1.42,0.92,1.6,383,10000,1,0,0,0,0,0,0,0,0,"-","-",150
"portable charger wireless iphone","-",16,141,-41,,,,220,9000,1,0,0,0,0,0,0,0,0,"-","-",150
"iphone apple watch charging stand","-","-",0,"-",,,,149,50000,1,0,0,0,0,0,0,0,0,"-","-",150
"apple magsafe to usb","-",14,14,-50,,,,174,1000,1,0,0,0,0,0,0,0,0,"-","-",150
"macbook charging station","-",39,155,-49,,,,227,4000,1,0,0,0,0,0,0,0,0,"-","-",150
"wireless phones",14,5,480,-1,1.13,0.87,1.57,330,100000,1,0,0,0,0,0,0,0,0,"-","-",150
"belkin adapter",12,527,423,3,0.92,0.86,1.24,162,803,1,0,0,0,0,0,0,0,0,"-","-",150
"3in1 charging cable","-",109,328,49,,,,320,3000,1,0,0,0,0,0,0,0,0,"-","-",150
"apple watch charging adapter",16,77,384,32,,,,198,5000,1,0,0,0,0,0,0,0,0,"-","-",150
"portable charger with apple watch","-",56,225,27,,,,89,4000,1,0,0,0,0,0,0,0,0,"-","-",150
"3 in 1 charging cable magnetic","-",39,77,-48,,,,220,2000,1,0,0,0,0,0,0,0,0,"-","-",150
"charging stand for iphone and airpods","-",50,100,9,,,,220,2000,1,0,0,0,0,0,0,0,0,"-","-",150
"wirlrss charger","-",3,255,37,,,,141,100000,1,0,0,0,0,0,0,0,0,"-","-",150
"apple watch cube charger","-",339,192,1,1.37,1.01,1.65,218,567,1,0,0,0,0,0,0,0,0,"-","-",150
"usb c watch charger apple","-",86,257,48,,,,296,3000,1,0,0,0,0,0,0,0,0,"-","-",150
"magnetic wireless power bank for iphone","-",243,243,23,1.23,1.04,1.42,223,1000,1,0,0,0,0,0,0,0,0,"-","-",150
"power bank fast charging wireless","-",30,152,-2,,,,185,5000,1,0,0,0,0,0,0,0,0,"-","-",150
"iphone 15 charger fast charging wireless","-",19,191,-11,,,,322,10000,1,0,0,0,0,0,0,0,0,"-","-",150
"multi cargador apple","-",39,271,8,,,,322,7000,1,1,0,0,0,1,0,0,0,"-",3,150
"thin anker power bank","-",56,111,2,,,,87,2000,1,0,0,0,0,0,0,0,0,"-","-",150
"portable charger power bank apple","-",56,169,-6,,,,188,3000,1,0,0,0,0,0,0,0,0,"-","-",150
"usb c magnetic charging cable",6,221,1328,-3,1.21,0.89,1.48,629,6000,1,0,0,0,0,0,0,0,0,"-","-",151
"iphone airpod apple watch charging dock","-",105,210,50,,,,73,2000,1,0,0,0,0,0,0,0,0,"-","-",151
"watch charger portable","-",15,123,-33,,,,164,8000,1,0,0,0,0,0,0,0,0,"-","-",151
"anker macbook",3,202,403,-8,,,,182,2000,1,0,0,0,0,0,0,0,0,"-","-",151
"belkin portable iphone charger","-",188,94,-6,,,,60,499,1,0,0,0,0,0,0,0,0,"-","-",151
"wireless portable charger for iphone","-",15,148,21,,,,77,10000,1,0,0,0,0,0,0,0,0,"-","-",151
"iphone travel stand","-",37,292,19,1.23,0.94,1.48,423,8000,1,0,0,0,0,0,0,0,0,"-","-",151
"phonw watch","-",2,198,33,,,,204,100000,1,0,0,0,0,0,0,0,0,"-","-",151
"3 in 1 fast charger","-",30,90,-40,,,,163,3000,1,0,0,0,0,0,0,0,0,"-","-",151
"portable apple watch charger fast charging",18,224,447,56,1.13,0.72,1.41,274,2000,1,0,0,0,0,0,0,0,0,"-","-",151
"magsafe iphone charger stand",13,47,465,5,1.26,0.94,1.77,294,10000,1,1,0,0,0,0,0,0,0,"-",55,151
"magsafe battery apple","-",101,303,"-",,,,206,3000,1,0,0,0,0,0,0,0,0,"-","-",151
"charging stand for iphone 15","-",9,348,45,,,,233,40000,1,0,0,0,0,0,0,0,0,"-","-",151
"apple watch power bank case","-",514,147,-3,1.07,0.72,1.42,49,286,1,0,0,0,0,0,0,0,0,"-","-",151
"apple battery pack magsafe iphone","-",87,262,-40,1.01,0.84,1.47,229,3000,1,0,0,0,0,0,0,0,0,"-","-",151
"phone charger dock","-",21,190,-4,,,,299,9000,1,0,0,0,0,0,0,0,0,"-","-",152
"anker iphone battery pack",5,408,408,6,1.32,1.07,1.75,215,1000,1,0,0,0,0,0,0,0,0,"-","-",152
"phone wire",43,7,736,-6,1,0.59,1.37,409,100000,1,0,0,0,0,0,0,0,0,"-","-",152
"anker fast portable charger","-",139,278,17,,,,255,2000,1,0,0,0,0,0,0,0,0,"-","-",152
"mophie cable","-",451,83,2,,,,100,184,1,0,0,0,0,0,0,0,0,"-","-",152
"iphone watch doc","-",81,161,-14,,,,259,2000,1,0,0,0,0,0,0,0,0,"-","-",152
"ip phone wireless","-",26,263,62,,,,174,10000,1,0,0,0,0,0,0,0,0,"-","-",152
"fast charging stand",6,37,370,53,,,,217,10000,1,0,0,0,0,0,0,0,0,"-","-",152
"usbc portable charger anker","-",143,286,5,,,,233,2000,1,0,0,0,0,0,0,0,0,"-","-",152
"apple watch portable charging","-",33,328,16,,,,306,10000,1,0,0,0,0,0,0,0,0,"-","-",152
"wireless portable charger power bank",10,80,478,8,1.15,0.95,1.68,281,6000,1,0,0,0,0,0,0,0,0,"-","-",152
"iphone charge stand",15,16,467,7,1.11,0.79,1.31,363,30000,1,0,0,0,0,0,0,0,0,"-","-",152
"portable iphone wall charger","-",30,148,5,,,,221,5000,1,0,0,0,0,0,0,0,0,"-","-",152
"charging station for phone","-",13,267,61,,,,198,20000,1,0,0,0,0,0,0,0,0,"-","-",152
"apple airpods case charger","-","-",0,"-",,,,116,4000,1,0,0,0,0,0,0,0,0,"-","-",152
"wireless charging airpods","-",14,141,-18,,,,228,10000,1,0,0,0,0,0,0,0,0,"-","-",152
"wireless charging stand phone and watch","-","-",0,"-",,,,183,6000,1,0,0,0,0,0,0,0,0,"-","-",152
"anket charging cable iphone","-",73,218,11,,,,155,3000,1,0,0,0,0,0,0,0,0,"-","-",152
"apple watch charger stand metal","-",240,232,16,,,,157,967,1,0,0,0,0,0,0,0,0,"-","-",152
"iphone desk charger station",11,128,383,56,1.26,0.99,1.52,227,3000,1,0,0,0,0,0,0,0,0,"-","-",152
"anker nano 30w charger","-",1294,282,-42,1.62,1.36,2.33,221,218,1,0,0,0,0,0,0,0,0,"-","-",152
"magnetic phone charger stand",23,74,736,10,1.17,0.87,1.78,289,10000,1,0,0,0,0,0,0,0,0,"-","-",152
"magsafe power bank for iphone",56,2509,2509,51,1.29,0.89,1.39,405,1000,1,0,0,0,0,0,0,0,0,"-","-",152
"magsafe nightstand","-",514,335,21,1.28,0.99,1.74,255,652,1,0,0,0,0,0,0,0,0,"-","-",152
"anker portable charger iphone 15","-",99,99,-52,1.38,1.11,1.65,202,1000,1,0,0,0,0,0,0,0,0,"-","-",152
"iphone 15 charger wire","-",32,321,38,,,,290,10000,1,0,0,0,0,0,0,0,0,"-","-",152
"phone stand with lighter","-",94,52,-42,,,,86,555,1,0,0,0,0,0,0,0,0,"-","-",152
"anker power bank iphone 14 pro max","-",565,209,10,,,,155,370,1,0,0,0,0,0,0,0,0,"-","-",152
"airpods ￼",1,22,439,6,1.58,0.86,1.67,264,20000,1,0,0,0,0,0,0,0,0,"-","-",152
"apple charging station multi","-",54,214,-10,,,,203,4000,1,0,0,0,0,0,0,0,0,"-","-",152
"charger for this phone","-",3,346,-3,,,,349,100000,1,0,0,0,0,0,0,0,0,"-","-",152
"portable power bank magsafe","-",113,113,-34,,,,218,1000,1,0,0,0,0,0,0,0,0,"-","-",152
"airpods wireless",7,43,430,2,1.59,1.23,2.03,270,10000,1,0,0,0,0,0,0,0,0,"-","-",153
"iphone charging stand",197,149,4482,6,1.15,0.86,2.1,618,30000,1,0,1,0,0,1,0,0,0,317,"-",153
"charging station phone","-",15,291,-6,,,,344,20000,1,0,0,0,0,0,0,0,0,"-","-",153
"iphone and apple watch charger dock","-",81,161,94,,,,160,2000,1,0,0,0,0,0,0,0,0,"-","-",153
"apple phone watch charger stand","-",7,269,-8,,,,300,40000,1,0,0,0,0,0,0,0,0,"-","-",153
"iphone phone charger stand","-",13,261,-1,,,,275,20000,1,0,0,0,0,0,0,0,0,"-","-",153
"anker scale","-",305,61,6,1.84,1.54,2.4,71,200,1,0,0,0,0,0,0,0,0,"-","-",153
"charging station for multiple devices apple watch","-",94,282,10,,,,189,3000,1,0,0,0,0,0,0,0,0,"-","-",153
"watch and phone charger stand","-",20,197,4,,,,197,10000,1,0,0,0,0,0,0,0,0,"-","-",153
"wirelss charger","-",2,246,55,,,,247,100000,1,0,0,0,0,1,0,0,0,"-","-",153
"cordless airpods","-",14,136,-23,,,,250,10000,1,0,0,0,0,0,0,0,0,"-","-",153
"apple airpods charger only","-",19,192,9,,,,234,10000,1,0,0,0,0,0,0,0,0,"-","-",153
"iphone 12 pro max charger stand","-",84,334,60,,,,164,4000,1,0,0,0,0,0,0,0,0,"-","-",153
"apple charging station for apple products","-","-",0,"-",,,,197,5000,1,0,0,0,0,0,0,0,0,"-","-",153
"usb-c apple watch charger","-",93,278,16,1.22,1.06,1.36,329,3000,1,0,0,0,0,0,0,0,0,"-","-",153
"iphone 15 magnetic charger",20,166,1326,3,1.33,0.85,1.83,645,8000,1,0,0,0,0,0,0,0,0,"-","-",153
"anker 10000mah power bank magsafe","-",330,139,-41,1.05,0.99,1.35,132,421,1,0,0,0,0,0,0,0,0,"-","-",153
"iphone 16 pro charging station",51,600,1200,-2,1.6,1.03,1.95,535,2000,1,0,0,0,0,0,0,0,0,"-","-",153
"phone stand charger 3 in 1","-",180,180,9,,,,171,1000,1,0,0,0,0,0,0,0,0,"-","-",153
"apple phone and watch charger stand","-",26,260,-20,1.34,1.02,1.65,288,10000,1,0,0,0,0,0,0,0,0,"-","-",154
"apple charger stand",23,25,500,-10,1.62,1.1,1.98,342,20000,1,0,0,0,0,0,0,0,0,"-","-",154
"iphone wireless charger stand",79,189,1891,-1,1.39,0.97,1.98,562,10000,1,0,0,0,0,0,0,0,0,"-","-",154
"wireless chargers",36,14,1408,3,1.33,0.79,2.11,545,100000,1,0,0,0,0,1,0,0,0,"-","-",154
"apple phone charger stand",5,40,397,2,1.18,0.98,1.47,362,10000,1,0,0,0,0,0,0,0,0,"-","-",154
"iphone apple watch airpods dock","-","-",0,"-",,,,179,1000,1,0,0,0,0,0,0,0,0,"-","-",154
"battery charger dock","-",34,203,-9,,,,290,6000,1,0,0,0,0,0,0,0,0,"-","-",154
"charger usb anker","-",50,252,-9,,,,261,5000,1,0,0,0,0,0,0,0,0,"-","-",154
"accessories for apple watch","-",5,197,-13,0.79,0.69,1.14,383,40000,1,0,0,0,0,0,0,0,0,"-","-",154
"charger for iphone and apple watch",13,43,430,-8,1.76,1.2,1.95,356,10000,1,0,0,0,0,0,0,0,0,"-","-",154
"big bank",1,4,414,7,1.23,0.96,1.4,248,100000,1,0,0,0,0,0,0,0,0,"-","-",154
"apple wires","-",1,91,-29,,,,112,100000,1,0,0,0,0,0,0,0,0,"-","-",154
"usbc apple watch charger",17,291,873,-2,1.67,1.12,1.85,319,3000,1,0,0,0,0,0,0,0,0,"-","-",154
"anker phone power bank",3,372,372,-13,1.19,0.97,1.41,248,1000,1,0,0,0,0,0,0,0,0,"-","-",154
"airpid","-",10,199,-10,1.34,1.05,1.56,238,20000,1,0,0,0,0,0,0,0,0,"-","-",154
"magsafe battery stand","-",103,103,-57,,,,185,1000,1,0,0,0,0,0,0,0,0,"-","-",154
"magnetic battery charger for iphone","-",72,287,19,1.27,0.84,1.89,327,4000,1,0,0,0,0,0,0,0,0,"-","-",154
"airpods max wireless","-",50,251,"-",,,,272,5000,1,0,0,0,0,0,0,0,0,"-","-",154
"magsafe charger for iphone 15 pro max","-",34,170,-33,1.46,1.21,1.74,263,5000,1,0,0,0,0,0,0,0,0,"-","-",154
"iphone 15 wireless charger stand","-",2,15,-35,1.51,0.97,2.07,111,7000,1,0,0,0,0,0,0,0,0,"-","-",154
"magnetic iphone stand charger","-",36,251,94,,,,127,7000,1,0,0,0,0,0,0,0,0,"-","-",154
"magnetic iphone 15 charger","-",16,130,-22,,,,169,8000,1,0,0,0,0,0,0,0,0,"-","-",154
"magsafe powerbank anker","-",393,176,13,,,,187,448,1,1,0,0,0,0,0,0,0,"-",33,154
"power bank power stations","-",49,247,22,,,,287,5000,1,0,0,0,0,0,0,0,0,"-","-",154
"charging station iphone 16 pro max","-",172,344,42,,,,311,2000,1,0,0,0,0,0,0,0,0,"-","-",154
"phone battery bank magsafe","-",183,165,-17,,,,191,904,1,0,0,0,0,0,0,0,0,"-","-",154
"usbc charging station for multiple devices",6,75,374,4,,,,370,5000,1,0,0,0,0,0,0,0,0,"-","-",154
"iphone charger nightstand","-",174,347,39,,,,231,2000,1,0,0,0,0,0,0,0,0,"-","-",155
"anker portable charger usb c",25,871,871,-3,1.35,1.1,1.75,363,1000,1,0,0,0,0,0,0,0,0,"-","-",155
"phone and watch charging station",29,175,875,-18,1.59,1.01,2.22,403,5000,1,0,0,0,0,0,0,0,0,"-","-",155
"silicon power",6,37,736,-13,0.63,0.44,0.73,171,20000,1,0,0,0,0,0,0,0,0,"-","-",155
"wireless charger light","-",5,147,-23,,,,280,30000,1,0,0,0,0,0,0,0,0,"-","-",155
"i phone magnetic charger",21,44,438,13,1.47,1.04,1.94,338,10000,1,0,0,0,0,0,0,0,0,"-","-",155
"mophie charging cable","-",1187,254,-1,1.19,0.92,1.46,256,214,1,0,0,0,0,0,0,0,0,"-","-",155
"travel bank","-",13,129,-2,,,,91,10000,1,0,0,0,0,0,0,0,0,"-","-",155
"three in one charging cable","-",3,56,-29,0.78,0.59,1.27,104,20000,1,0,0,0,0,0,0,0,0,"-","-",155
"iphone charger stands","-",5,108,-39,,,,178,20000,1,0,0,0,0,0,0,0,0,"-","-",155
"anker usb c chargers","-",25,101,8,,,,51,4000,1,0,0,0,0,0,0,0,0,"-","-",155
"wireless charging stands","-",2,167,-20,,,,181,100000,1,0,0,0,0,0,0,0,0,"-","-",155
"mag pad magnetic","-",4,16,-66,,,,136,4000,1,1,0,0,0,0,0,0,0,"-",62,155
"mag safe base","-",41,327,-4,0.89,0.77,0.98,244,8000,1,0,0,0,0,0,0,0,0,"-","-",155
"portable charger watch and phone","-",40,237,10,,,,230,6000,1,0,0,0,0,0,0,0,0,"-","-",155
"iphone 16 magnetic charger fast charging","-",117,233,-29,,,,305,2000,1,0,0,0,0,0,0,0,0,"-","-",155
"wireless charging phone stands","-",6,246,-9,,,,259,40000,1,0,0,0,0,0,0,0,0,"-","-",155
"magnetic phone monitor",1,184,368,"-",,,,73,2000,1,0,0,0,0,0,0,0,0,"-","-",155
"apple multiple device charging station",2,91,364,77,1.54,0.95,2,177,4000,1,0,0,0,0,0,0,0,0,"-","-",156
"anker powercore 10000",19,5096,1330,60,1.48,1.37,1.79,227,261,1,0,0,0,0,0,0,0,0,"-","-",156
"anker multi charging cable",21,589,589,2,1.51,1.21,1.63,283,1000,1,1,0,0,0,0,0,0,0,"-",39,156
"charger for apple watch and iphone",19,59,591,17,1.77,0.97,2.09,360,10000,1,0,0,0,0,0,0,0,0,"-","-",156
"portable wireless apple watch magnetic charger","-","-",0,"-",,,,200,1000,1,0,0,0,0,0,0,0,0,"-","-",156
"mophie portable charger usb c","-",263,94,-13,,,,78,357,1,0,0,0,0,0,0,0,0,"-","-",156
"cargador de apple watch",48,141,1408,7,1.69,0.97,1.95,562,10000,1,1,0,0,0,0,0,0,0,"-",47,156
"charger for multiple apple devices","-",27,273,35,,,,316,10000,1,0,0,0,0,0,0,0,0,"-","-",156
"apple watch charging cube","-",390,203,-26,1.51,1.02,1.69,287,521,1,0,0,0,0,0,0,0,0,"-","-",156
"home charging station iphone","-",57,227,-21,,,,236,4000,1,0,0,0,0,0,0,0,0,"-","-",156
"phone chargers iphone stand",19,24,478,-5,1.56,1.07,1.99,197,20000,1,0,0,0,0,0,0,0,0,"-","-",156
"iphone magsafe charger stand",37,120,1204,5,1.22,0.9,1.95,447,10000,1,1,0,0,0,0,0,0,0,"-",47,156
